Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
27/10/18;Sa.;16:00;Brighton;Wolves;0:0;1:0;;3.45;3.09;2.34
27/10/18;Sa.;16:00;Fulham;Bournemouth;0:1;0:3;;2.77;3.67;2.45
27/10/18;Sa.;16:00;Liverpool;Cardiff;1:0;4:1;;1.11;9.88;25.65
27/10/18;Sa.;16:00;Watford;Huddersfield;2:0;3:0;;1.77;3.50;5.27
27/10/18;Sa.;16:00;Southampton;Newcastle;0:0;0:0;;2.00;3.36;4.14
27/10/18;Sa.;18:30;Leicester;West Ham;0:1;1:1;;1.95;3.54;4.09
28/10/18;So.;14:30;Burnley;Chelsea;0:1;0:4;;8.30;4.67;1.42
28/10/18;So.;14:30;C Palace;Arsenal;1:0;2:2;;4.25;3.98;1.81
28/10/18;So.;17:00;Man Utd;Everton;1:0;2:1;;1.83;3.71;4.47
29/10/18;Mo.;21:00;Tottenham;Man City;0:1;0:1;;5.33;4.17;1.63
88.KHW
03/11/18;Sa.;13:30;Bournemouth;Man Utd;1:1;1:2;;3.97;3.74;1.92
03/11/18;Sa.;16:00;Cardiff;Leicester;0:0;0:1;;3.38;3.35;2.25
03/11/18;Sa.;16:00;Everton;Brighton;1:1;3:1;;1.55;4.09;6.67
03/11/18;Sa.;16:00;Newcastle;Watford;0:0;1:0;;2.78;3.21;2.72
03/11/18;Sa.;16:00;West Ham;Burnley;1:1;4:2;;1.57;4.18;6.13
03/11/18;Sa.;18:30;Arsenal;Liverpool;0:0;1:1;;3.83;3.96;1.90
03/11/18;Sa.;20:45;Wolves;Tottenham;0:2;2:3;;3.28;3.38;2.28
04/11/18;So.;16:00;Man City;Southampton;4:1;6:1;;1.12;10.01;20.84
04/11/18;So.;17:00;Chelsea;C Palace;1:0;3:1;;1.34;5.46;8.88
05/11/18;Mo.;21:00;Huddersfield;Fulham;1:0;1:0;;2.33;3.35;3.20
90.KHW
10/11/18;Sa.;13:30;Cardiff;Brighton;1:1;2:1;;2.55;3.02;3.16
10/11/18;Sa.;16:00;Leicester;Burnley;0:0;0:0;;1.48;4.55;6.98
10/11/18;Sa.;16:00;Southampton;Watford;1:0;1:1;;2.32;3.38;3.20
10/11/18;Sa.;16:00;Newcastle;Bournemouth;2:1;2:1;;2.90;3.37;2.51
10/11/18;Sa.;16:00;Huddersfield;West Ham;1:0;1:1;;3.21;3.24;2.38
10/11/18;Sa.;18:30;C Palace;Tottenham;0:0;0:1;;5.06;3.96;1.70
11/11/18;So.;13:00;Liverpool;Fulham;1:0;2:0;;1.10;10.80;24.01
11/11/18;So.;15:15;Chelsea;Everton;0:0;0:0;;1.39;4.97;8.23
11/11/18;So.;17:30;Man City;Man Utd;1:0;3:1;;1.35;5.30;8.85
11/11/18;So.;17:30;Arsenal;Wolves;0:1;1:1;;1.64;4.18;5.20
94.KHW
24/11/18;Sa.;16:00;Brighton;Leicester;1:0;1:1;;2.83;3.12;2.74
24/11/18;Sa.;16:00;Everton;Cardiff;0:0;1:0;;1.48;4.43;7.26
24/11/18;Sa.;16:00;Fulham;Southampton;2:1;3:2;;2.71;3.35;2.69
24/11/18;Sa.;16:00;Man Utd;C Palace;0:0;0:0;;1.47;4.55;7.12
24/11/18;Sa.;16:00;Watford;Liverpool;0:0;0:3;;5.98;4.42;1.55
24/11/18;Sa.;16:00;West Ham;Man City;0:3;0:4;;11.93;6.80;1.24
24/11/18;Sa.;18:30;Tottenham;Chelsea;2:0;3:1;;3.02;3.40;2.41
25/11/18;So.;14:30;Bournemouth;Arsenal;1:1;1:2;;3.15;3.73;2.20
25/11/18;So.;17:00;Wolves;Huddersfield;0:1;0:2;;1.61;3.69;6.80
26/11/18;Mo.;21:30;Burnley;Newcastle;1:2;1:2;;3.01;3.13;2.58
96.KHW
30/11/18;Fr.;21:00;Cardiff;Wolves;0:1;2:1;;3.58;3.22;2.22
01/12/18;Sa.;16:00;C Palace;Burnley;1:0;2:0;;1.55;3.94;7.16
01/12/18;Sa.;16:00;Huddersfield;Brighton;1:1;1:2;;2.38;2.91;3.63
01/12/18;Sa.;16:00;Leicester;Watford;2:0;2:0;;2.34;3.29;3.24
01/12/18;Sa.;16:00;Man City;Bournemouth;1:1;3:1;;1.14;9.05;18.94
01/12/18;Sa.;16:00;Newcastle;West Ham;0:1;0:3;;2.54;3.33;2.90
01/12/18;Sa.;18:30;Southampton;Man Utd;2:2;2:2;;4.34;3.41;1.94
02/12/18;So.;13:00;Chelsea;Fulham;1:0;2:0;;1.21;7.32;13.07
02/12/18;So.;15:05;Arsenal;Tottenham;1:2;4:2;;2.87;3.49;2.47
02/12/18;So.;17:15;Liverpool;Everton;0:0;1:0;;1.48;4.46;7.22
97.KHW
04/12/18;Di.;20:45;Bournemouth;Huddersfield;2:1;2:1;;1.73;3.74;5.17
04/12/18;Di.;20:45;Brighton;C Palace;3:0;3:1;;3.00;2.98;2.69
04/12/18;Di.;20:45;West Ham;Cardiff;0:0;3:1;;1.68;3.97;5.19
