Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
66.KHW
18/08/17;Fr.;20:15;Leganes;Alaves;1:0;1:0;;2.00;3.15;4.51
18/08/17;Fr.;22:15;Valencia;Las Palmas;1:0;1:0;;1.78;4.02;4.34
19/08/17;Sa.;18:15;Celta Vigo;Real Sociedad;1:1;2:3;;2.09;3.49;3.63
19/08/17;Sa.;20:15;Girona;At. Madrid;2:0;2:2;;6.64;3.90;1.58
19/08/17;Sa.;22:15;FC Sevilla;Espanyol;1:1;1:1;;1.64;4.10;5.37
20/08/17;So.;18:15;At. Bilbao;Getafe;0:0;0:0;;1.55;4.31;6.15
20/08/17;So.;20:15;Barcelona;Real Betis;2:0;2:0;;1.21;7.34;12.79
20/08/17;So.;22:15;Deportivo;Real Madrid;0:2;0:3;;11.26;6.69;1.25
21/08/17;Mo.;20:15;Levante;Villarreal;0:0;1:0;;3.25;3.18;2.39
21/08/17;Mo.;22:00;Malaga;Eibar;0:0;0:1;;2.17;3.30;3.63
68.KHW
25/08/17;Fr.;20:15;Real Sociedad;Villarreal;3:0;3:0;;2.03;3.43;3.91
25/08/17;Fr.;22:00;Real Betis;Celta Vigo;1:1;2:1;;2.31;3.33;3.25
26/08/17;Sa.;18:15;Alaves;Barcelona;0:0;0:2;;9.58;5.68;1.32
26/08/17;Sa.;20:15;Levante;Deportivo;1:2;2:2;;2.18;3.33;3.55
26/08/17;Sa.;20:15;Girona;Malaga;1:0;1:0;;1.96;3.39;4.27
26/08/17;Sa.;22:15;Las Palmas;At. Madrid;0:2;1:5;;5.40;3.75;1.70
27/08/17;So.;18:15;Eibar;At. Bilbao;0:1;0:1;;2.53;3.21;3.00
27/08/17;So.;18:15;Espanyol;Leganes;0:1;0:1;;2.02;3.21;4.27
27/08/17;So.;20:15;Getafe;FC Sevilla;0:0;0:1;;3.50;3.48;2.14
27/08/17;So.;22:15;Real Madrid;Valencia;1:1;2:2;;1.16;9.02;15.59
72.KHW
08/09/17;Fr.;21:00;Leganes;Getafe;0:1;1:2;;2.12;3.18;3.95
09/09/17;Sa.;13:00;Real Madrid;Levante;1:1;1:1;;1.11;10.66;22.06
09/09/17;Sa.;16:15;Valencia;At. Madrid;0:0;0:0;;3.06;3.20;2.49
09/09/17;Sa.;18:30;FC Sevilla;Eibar;0:0;3:0;;1.56;4.30;6.05
09/09/17;Sa.;20:45;Barcelona;Espanyol;2:0;5:0;;1.13;9.55;20.37
10/09/17;So.;12:00;Deportivo;Real Sociedad;1:2;2:4;;3.11;3.42;2.35
10/09/17;So.;16:15;At. Bilbao;Girona;1:0;2:0;;1.61;3.97;5.91
10/09/17;So.;18:30;Celta Vigo;Alaves;1:0;1:0;;1.65;3.94;5.59
10/09/17;So.;20:45;Villarreal;Real Betis;1:1;3:1;;1.96;3.51;4.09
11/09/17;Mo.;21:00;Malaga;Las Palmas;0:1;1:3;;2.04;3.51;3.77
74.KHW
15/09/17;Fr.;21:00;Eibar;Leganes;0:0;1:0;;2.10;3.22;3.97
16/09/17;Sa.;13:00;Levante;Valencia;1:1;1:1;;3.27;3.33;2.31
16/09/17;Sa.;16:15;Getafe;Barcelona;1:0;1:2;;10.45;6.56;1.26
16/09/17;Sa.;18:30;Real Betis;Deportivo;1:1;2:1;;1.80;3.76;4.57
16/09/17;Sa.;20:45;At. Madrid;Malaga;0:0;1:0;;1.22;6.43;16.32
17/09/17;So.;12:00;Alaves;Villarreal;0:1;0:3;;3.02;3.19;2.53
17/09/17;So.;16:15;Girona;FC Sevilla;0:0;0:1;;3.03;3.40;2.40
17/09/17;So.;18:30;Las Palmas;At. Bilbao;0:0;1:0;;2.59;3.35;2.82
