Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
26/01/20;So.;u.U.;Atlético;Leganés;;;;;;
26/01/20;So.;u.U.;Alavés;Villarreal;;;;;;
9.KHW
02/02/20;So.;u.U.;Villarreal;Osasuna;;;;;;
02/02/20;So.;u.U.;Valencia;Celta Vigo;;;;;;
02/02/20;So.;u.U.;Sevilla;Alavés;;;;;;
02/02/20;So.;u.U.;Real Madrid;Atlético;;;;;;
02/02/20;So.;u.U.;Mallorca;Valladolid;;;;;;
02/02/20;So.;u.U.;Leganés;R. Sociedad;;;;;;
02/02/20;So.;u.U.;Granada;Espanyol;;;;;;
02/02/20;So.;u.U.;Eibar;Real Betis;;;;;;
02/02/20;So.;u.U.;Barcelona;Levante;;;;;;
02/02/20;So.;u.U.;Athletic;Getafe;;;;;;
11.KHW
09/02/20;So.;u.U.;Valladolid;Villarreal;;;;;;
09/02/20;So.;u.U.;R. Sociedad;Athletic;;;;;;
09/02/20;So.;u.U.;Osasuna;Real Madrid;;;;;;
09/02/20;So.;u.U.;Levante;Leganés;;;;;;
09/02/20;So.;u.U.;Getafe;Valencia;;;;;;
09/02/20;So.;u.U.;Espanyol;Mallorca;;;;;;
09/02/20;So.;u.U.;Celta Vigo;Sevilla;;;;;;
09/02/20;So.;u.U.;Real Betis;Barcelona;;;;;;
09/02/20;So.;u.U.;Atlético;Granada;;;;;;
09/02/20;So.;u.U.;Alavés;Eibar;;;;;;
13.KHW
16/02/20;So.;u.U.;Villarreal;Levante;;;;;;
16/02/20;So.;u.U.;Valencia;Atlético;;;;;;
16/02/20;So.;u.U.;Sevilla;Espanyol;;;;;;
16/02/20;So.;u.U.;Real Madrid;Celta Vigo;;;;;;
16/02/20;So.;u.U.;Mallorca;Alavés;;;;;;
16/02/20;So.;u.U.;Leganés;Real Betis;;;;;;
16/02/20;So.;u.U.;Granada;Valladolid;;;;;;
16/02/20;So.;u.U.;Eibar;R. Sociedad;;;;;;
16/02/20;So.;u.U.;Barcelona;Getafe;;;;;;
16/02/20;So.;u.U.;Athletic;Osasuna;;;;;;
15.KHW
23/02/20;So.;u.U.;Valladolid;Espanyol;;;;;;
23/02/20;So.;u.U.;R. Sociedad;Valencia;;;;;;
23/02/20;So.;u.U.;Osasuna;Granada;;;;;;
23/02/20;So.;u.U.;Levante;Real Madrid;;;;;;
23/02/20;So.;u.U.;Getafe;Sevilla;;;;;;
23/02/20;So.;u.U.;Celta Vigo;Leganés;;;;;;
23/02/20;So.;u.U.;Real Betis;Mallorca;;;;;;
23/02/20;So.;u.U.;Barcelona;Eibar;;;;;;
23/02/20;So.;u.U.;Atlético;Villarreal;;;;;;
23/02/20;So.;u.U.;Alavés;Athletic;;;;;;
17.KHW
01/03/20;So.;u.U.;Valencia;Real Betis;;;;;;
01/03/20;So.;u.U.;Sevilla;Osasuna;;;;;;
01/03/20;So.;u.U.;R. Sociedad;Valladolid;;;;;;
01/03/20;So.;u.U.;Real Madrid;Barcelona;;;;;;
01/03/20;So.;u.U.;Mallorca;Getafe;;;;;;
01/03/20;So.;u.U.;Leganés;Alavés;;;;;;
01/03/20;So.;u.U.;Granada;Celta Vigo;;;;;;
01/03/20;So.;u.U.;Espanyol;Atlético;;;;;;
01/03/20;So.;u.U.;Eibar;Levante;;;;;;
01/03/20;So.;u.U.;Athletic;Villarreal;;;;;;
19.KHW
08/03/20;So.;u.U.;Valladolid;Athletic;;;;;;
08/03/20;So.;u.U.;Villarreal;Leganés;;;;;;
08/03/20;So.;u.U.;Osasuna;Espanyol;;;;;;
08/03/20;So.;u.U.;Levante;Granada;;;;;;
08/03/20;So.;u.U.;Getafe;Celta Vigo;;;;;;
08/03/20;So.;u.U.;Eibar;Mallorca;;;;;;
08/03/20;So.;u.U.;Real Betis;Real Madrid;;;;;;
08/03/20;So.;u.U.;Barcelona;R. Sociedad;;;;;;
